ARTIST,TITLE,YEAR,THEME,SPOTIFY_URL
Missy Elliott,Work It,2002,Sex,http://open.spotify.com/track/5p3WoFtEm7HrRp8lKxKICu
Joni Mitchell,A Case of You,1971,Sex,http://open.spotify.com/track/42kn5anz7d6ykieCG0yIbH
Mr Vegas,Heads High,1998,Sex,http://open.spotify.com/track/4LCmlA4r2kaQ5d5Hld8y26
Naughty by Nature,OPP,1991,Sex,http://open.spotify.com/track/70zkTsvURu74HmCrEja7e4
Me’Shell Ndegeocello,If That’s Your Boyfriend (He Wasn’t Last Night),1993,Sex,http://open.spotify.com/track/1VUtTNkTTkFnlHZnkS8gEf
Randy Newman,You Can Leave Your Hat On,1972,Sex,http://open.spotify.com/track/6g15icndZ6ig2CtKcayHHx
New Order,Bizarre Love Triangle,1986,Sex,http://open.spotify.com/track/3IZYwVzsjbyw4QxbDmR3Sf
Nine Inch Nails,Closer,1994,Sex,http://open.spotify.com/track/5mHiMTaFI51iB533K7qjzG
The Normal,Warm Leatherette,1978,Sex,http://open.spotify.com/track/6LNFfNZ5HL9lDQpB52eGOh
Owen and Leon,I Want My Cock,1965,Sex,-
Kellee Patterson,"I’m Gonna Love You Just a Little More, Baby",1976,Sex,-
Billy Paul,Me and Mrs Jones,1972,Sex,http://open.spotify.com/track/5GYcaVfaFBHe2gzA6Oybgj
Peaches,Fuck the Pain Away,2000,Sex,http://open.spotify.com/track/1XHFob24QklIXtLRopKirJ
Pixies,Gigantic,1988,Sex,http://open.spotify.com/track/2WajMsuB3N7cv5SF12NJeX
The Police,Roxanne,1978,Sex,http://open.spotify.com/track/4pe9XMdCpgblon0CrB9jtm
Prince,If I Was Your Girlfriend,1987,Sex,http://open.spotify.com/track/6K3bHdKpYnFsWf0TpoEm1E
Prince,Little Red Corvette,1983,Sex,http://open.spotify.com/track/5sjTUwMJeAzGSCmpYJzgd4
Prince and the Revolution,Darling Nikki,1984,Sex,http://open.spotify.com/track/7bBT7pJXCyH5i7Y3AaiUNW
Prince and the Revolution,Kiss,1986,Sex,http://open.spotify.com/track/1XoOSVy4rHDyd6u8XbZ0s5
Jamie Principle,Baby Wants to Ride,1987,Sex,-
Pulp,Babies,1992,Sex,http://open.spotify.com/track/2g958u66qASAxbzoO5Vva3
Pulp,Do You Remember the First Time?,1994,Sex,http://open.spotify.com/track/3rhITD3Q7qlOMCebBTHL8N
Pulp,Sheffield: Sex City,1992,Sex,http://open.spotify.com/track/75DYVxFFKJ9sHiGlVB3vT9
Martha and the Vandellas,(Love Is Like a) Heat Wave,1963,Sex,http://open.spotify.com/track/1qCbiWAHRybIDOfdkzOK7e
Rhythim Is Rhythim,Nude Photo,1987,Sex,-
Minnie Riperton,Inside My Love,1975,Sex,http://open.spotify.com/track/3oxLJ747VFQTlAdrVMpznH
The Rolling Stones,Honky Tonk Women,1969,Sex,http://open.spotify.com/track/0KoKNKBkQaAulzTJ5WLV6I
The Rolling Stones,Let’s Spend the Night Together,1967,Sex,http://open.spotify.com/track/2Zko8gc25EbLJ7GCWAaB6E
Max Romeo,Wet Dream,1968,Sex,http://open.spotify.com/track/2vV6qYsr3GAtejs2hE1dV3
Diana Ross and the Supremes,Love Child,1968,Sex,http://open.spotify.com/track/2OukOzuIXcJFz9apg4gSuM
Roxy Music,In Every Dream Home a Heartache,1973,Sex,http://open.spotify.com/track/3Wkho6tesTh4aF80T6evqH
Sam and Dave,"Hold On, I’m Comin’",1966,Sex,http://open.spotify.com/track/6PgVDY8GTkxF3GmhVGPzoB
Shangri-Las,Give Him a Great Big Kiss,1965,Sex,http://open.spotify.com/track/5eByLONVak5rrPBnS29nWn
Nancy Sinatra and Lee Hazlewood,Some Velvet Morning,1967,Sex,http://open.spotify.com/track/2X89x2pEAeDgSIK3ag1jHU
Small Faces,Rene,1968,Sex,-
The Smiths,Reel Around the Fountain,1984,Sex,-
Bessie Smith,Empty Bed Blues,1928,Sex,http://open.spotify.com/track/3WJNDpUfN9RiWbVNSXteoD
Elliott Smith,Between the Bars,1997,Sex,http://open.spotify.com/track/6UgmVIVyznBDdkpqkKyc1O
Soul Sisters,Wreck a Buddy,1969,Sex,http://open.spotify.com/track/5y8N3Wr5bLv40PdFK3oC54
Britney Spears,… Baby One More Time,1998,Sex,http://open.spotify.com/track/52SrRaRC2SlJ2dno1flkg2
Bruce Springsteen,I’m On Fire,1985,Sex,http://open.spotify.com/track/0BDQUifzYaoHojBcnqwH7U
Rod Stewart,Da Ya Think I’m Sexy,1978,Sex,http://open.spotify.com/track/42GthmiW6mIvcyaJHdMk30
The Stooges,I Wanna Be Your Dog,1969,Sex,http://open.spotify.com/track/6clhKRH03Y0FWMTW3R1pHq
Barbra Streisand and Barry Gibb,Guilty,1981,Sex,http://open.spotify.com/track/60mGckXEG1EzR4VmjYLfEW
Suede,Animal Nitrate,1993,Sex,http://open.spotify.com/track/5MQ5IbHbvjVvbKGXuwpu0b
Suede,The Drowners,1992,Sex,http://open.spotify.com/track/05eSuaEKkmlvf0svK1QW1v
Donna Summer,Love to Love You Baby,1975,Sex,http://open.spotify.com/track/3XlWYam3ILQ9txcjjjJixQ
Tone Loc,Wild Thing,1989,Sex,http://open.spotify.com/track/14xYQ6TjnKfEeAGl4C38oq
T Rex,Get It On,1971,Sex,http://open.spotify.com/track/53sjKpBzCxzmkQIaB0Sbq3
The Troggs,Wild Thing,1966,Sex,http://open.spotify.com/track/12PKavTaqOLlyC7tRWO4dw
TLC,Red Light Special,1994,Sex,http://open.spotify.com/track/2p4kivh3HWz9TiyIuFuzlY
Big Joe Turner,"Shake, Rattle and Roll",1954,Sex,http://open.spotify.com/track/7aLoa1F3EoM8AeC6Ao1RKz
Tweet,Oops (Oh My),2002,Sex,-
U2,Desire,1988,Sex,http://open.spotify.com/track/3caWBz55YTpETVOJvHBI6C
The Vapors,Turning Japanese,1980,Sex,http://open.spotify.com/track/30cHDhxUqgnHq78hv5UjMx
The Velvet Underground,Venus in Furs,1967,Sex,http://open.spotify.com/track/3BS0Y8iDtIK5SDvXpxUN17
The Who,Pictures of Lily,1967,Sex,http://open.spotify.com/track/7mUd2EEqieY6tcAdEzzuWs
!!!,Me and Giuliani Down By the Schoolyard (A True Story),2003,Politics and protest,-
Antony and the Johnsons,Another World,2008,Politics and protest,http://open.spotify.com/track/4ys9lQG6FGs7ikCGtRCSDt
Arcade Fire,Windowsill,2007,Politics and protest,http://open.spotify.com/track/4qkqZdYBTa5B5f6ppIXu37
Louis Armstrong,(What Did I Do To Be So) Black And Blue,1929,Politics and protest,http://open.spotify.com/track/7ogRU94YDmyoE1MkMbrddk
Roy Bailey,Stand Up for Judas,1979,Politics and protest,-
The Beach Boys,A Day in the Life of a Tree,1971,Politics and protest,http://open.spotify.com/track/69PvvnBElTbIFHVt9ue58Q
Carl Bean,I Was Born This Way,1977,Politics and protest,-
The Beat,Stand Down Margaret,1980,Politics and protest,http://open.spotify.com/track/3Yhr8WrFPnwBFwxhFLUwzh
The Beatles,I Am the Walrus,1967,Politics and protest,-
The Beatles,Revolution,1968,Politics and protest,-
Black Sabbath,War Pigs,1971,Politics and protest,http://open.spotify.com/track/1V0mETNS6mfKRtihAMTtxy
Blue Mink,Melting Point,1969,Politics and protest,-
Body Count,Cop Killer,1992,Politics and protest,-
Eric Bogle,And the Band Played Waltzing Matilda,1971,Politics and protest,http://open.spotify.com/track/2bcpK9QU6cJW5PlEVQfBd5
Boogie Down Productions,Stop the Violence,1988,Politics and protest,-
Bright Eyes,When the President Talks to God,2005,Politics and protest,http://open.spotify.com/track/1ScpEIsS1pVNXWafHc3tat
Bronski Beat,Smalltown Boy,1984,Politics and protest,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt
Billy Bragg,Between the Wars,1985,Politics and protest,-
James Brown,Say It Loud – I’m Black and I’m Proud,1968,Politics and protest,http://open.spotify.com/track/6SP5GXlyb0yiCCMODUjeFb
Burning Spear,Slavery Days,1975,Politics and protest,http://open.spotify.com/track/1YiCnD7YmmCXWLregZmdoM
Kate Bush,Army Dreamers,1980,Politics and protest,http://open.spotify.com/track/2duFyIqY9RHzOMruitwPkq
Ian Campbell Folk Group,The Sun Is Burning,1964,Politics and protest,-
Martin Carthy,Company Policy,1988,Politics and protest,-
Manu Chao,Rainin’ in Paradize,2007,Politics and protest,http://open.spotify.com/track/66gj35rWhKtwzTt4603exF
The Clash,Straight to Hell,1982,Politics and protest,http://open.spotify.com/track/7mjrA5T6KQ4sb0qSgUu5nJ
The Clash,White Riot,1977,Politics and protest,http://open.spotify.com/track/40t0GuTTYhobrOijf3PfEP
Jarvis Cocker,Running the World,2006,Politics and protest,http://open.spotify.com/track/3vHqlBYlLgog7dOJn8K0Tu
John Coltrane,Alabama,1963,Politics and protest,http://open.spotify.com/track/3uY3z9cO4sR256VTPpe4Kk
Sam Cooke,A Change Is Gonna Come,1964,Politics and protest,http://open.spotify.com/track/7aXPwuC5qjhT0ddjHqe64o
Julian Cope,All the Blowing-Themselves-Up Motherfuckers (Will Realise the Minute They Die That They Were Suckers),2008,Politics and protest,-
Elvis Costello,Tramp the Dirt Down,1989,Politics and protest,http://open.spotify.com/track/2pvGHaskdT2ZrKlXCVr03g
Bing Crosby,Brother Can You Spare a Dime?,1932,Politics and protest,http://open.spotify.com/track/2Ei1sEtJU0ENRvk3sKZx0X
"Crosby, Stills, Nash and Young",Ohio,1970,Politics and protest,http://open.spotify.com/track/0eFqH9smOTiNNecXMpFIi2
Dan Le Sac vs Scroobius Pip,Thou Shalt Always Kill,2007,Politics and protest,http://open.spotify.com/track/2dG4zJhjTK9BkcQQTM9A57
Dead Kennedys,California Über Alles,1979,Politics and protest,http://open.spotify.com/track/5szJ8SMwQVEvvdk65w6M6g
The Decemberists,16 Military Wives,2005,Politics and protest,http://open.spotify.com/track/5apLxy6Ko3gkOw8YtavIoe
The Disposable Heroes of Hiphoprisy,Television: The Drug of the Nation,1991,Politics and protest,http://open.spotify.com/track/4ktMrTwZD42cZThzZlHcgT
Dixie Chicks,Not Ready to Make Nice,2006,Politics and protest,http://open.spotify.com/track/65SgC0WRidtEYjWp4wwBDs
Bob Dylan,Hurricane,1975,Politics and protest,http://open.spotify.com/track/6ZRnk0vJtbgbReepK6m469
Bob Dylan,Maggie’s Farm,1965,Politics and protest,http://open.spotify.com/track/594Kh8VcfpZgFqeWrtlNnP
Bob Dylan,Masters of War,1963,Politics and protest,http://open.spotify.com/track/56inmm09BxbQvjZfSexaSM
Bob Dylan,The Times They Are a-Changin’,1964,Politics and protest,http://open.spotify.com/track/2zlP1bRIxUiEjApkELiGYd
Bob Dylan,When the Ship Comes In,1964,Politics and protest,http://open.spotify.com/track/0ILmjZkTZsPKjsZaEPmatw
Steve Earle,John Walker’s Blues,2002,Politics and protest,-
Eminem,Role Model,1999,Politics and protest,http://open.spotify.com/track/3mUVtVZZJXmjZTUBvfQ4ik
Faith No More,We Care a Lot,1985,Politics and protest,http://open.spotify.com/track/2bg3JPk02VNXWxEnrWHbSL
Frankie Goes To Hollywood,Two Tribes,1984,Politics and protest,-
Aretha Franklin,Respect,1967,Politics and protest,http://open.spotify.com/track/3OYh9wHWqWD6bpmO3WQNlM
Bobby Fuller Four,I Fought the Law,1965,Politics and protest,http://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc
Dick Gaughan,Víctor Jara of Chile,1985,Politics and protest,-
Marvin Gaye,Mercy Mercy Me (The Ecology),1971,Politics and protest,http://open.spotify.com/track/72rvx9ydiRGPjvE9Hy1Fi5
Marvin Gaye,What’s Going On?,1971,Politics and protest,http://open.spotify.com/track/42PyxnviKRfOa8z39g8aZj
Grandmaster Flash and the Furious Five,The Message,1982,Politics and protest,http://open.spotify.com/track/5DuTNKFEjJIySAyJH1yNDU
Cast of Grange Hill,Just Say No,1986,Politics and protest,-
Green Day,American Idiot,2004,Politics and protest,http://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj
Woody Guthrie,This Land Is Your Land,1944,Politics and protest,http://open.spotify.com/track/7CNaYAdLyi86kofGafReiT
Merle Haggard,Okie from Muskogee,1969,Politics and protest,http://open.spotify.com/track/1BlR9w48cl5fBtebabidTM
Mick Hanly with Christy Moore,On the Blanket,1980,Politics and protest,-
Paul Hardcastle,19,1985,Politics and protest,http://open.spotify.com/track/1xZchmfxPkalmqr9i0E138
Jimi Hendrix,The Star-Spangled Banner,1969,Politics and protest,http://open.spotify.com/track/5l3d4azo71WotmWhRc1zqM
Heaven 17,(We Don’t Need) This Fascist Groove Thang,1981,Politics and protest,http://open.spotify.com/track/05cKish3faAXVGK3B4wcwl
Billie Holliday,Strange Fruit,1939,Politics and protest,http://open.spotify.com/track/67q3zVsJsPRks4k0eomEWy
The Impressions,Check Out Your Mind,1970,Politics and protest,http://open.spotify.com/track/112ofK4eq7gS0gRqNNxQMM
The Impressions,People Get Ready,1965,Politics and protest,http://open.spotify.com/track/1MlXd4giftxXZgeMItb3PQ
The Jam,The Eton Rifles,1979,Politics and protest,http://open.spotify.com/track/3Q1p4GBjyj6n54oFBCicwB
The Jam,Going Underground,1980,Politics and protest,http://open.spotify.com/track/0hhikHUpfUlMBRD2gSf0mu
Country Joe and the Fish,The “Fish” Cheer/I-Feel-Like-I’m-Fixin’-to-Die Rag,1967,Politics and protest,-
The Kinks,The Village Green Preservation Society,1968,Politics and protest,-
Fela Kuti,Zombie,1977,Politics and protest,http://open.spotify.com/track/0tOqZJsRP90T91Jx4pzAjB
Talib Kweli,The Proud,2002,Politics and protest,http://open.spotify.com/track/5TrG4AXuPoVnw7QQnira5J
Leadbelly,The Bourgeois Blues,1938,Politics and protest,http://open.spotify.com/track/4gMvW0NSjknhTQOsIIFIkQ
John Lennon,Give Peace a Chance,1969,Politics and protest,-
Ewan MacColl,The Ballad of Sharpeville,1960,Politics and protest,-
Barry McGuire,Eve of Destruction,1965,Politics and protest,http://open.spotify.com/track/56PQfk2z3WaHJFTaz17kBo
Madonna,Material Girl,1985,Politics and protest,http://open.spotify.com/track/37HSCAcjOpQ31XRoeMCa60
Johnny Mandel,Suicide Is Painless (Theme from M*A*S*H),1970,Politics and protest,-
Bob Marley,Redemption Song,1980,Politics and protest,http://open.spotify.com/track/0RiNfhn21ykBakicd7igLK
Bob Marley and the Wailers,Zimbabwe,1979,Politics and protest,http://open.spotify.com/track/3saDCpULymKQcyY8Ia0ULi
MC5,Kick Out the Jams,1968,Politics and protest,http://open.spotify.com/track/3MVHpVZrmLyxvWFeN9fooF
Joni Mitchell,Big Yellow Taxi,1970,Politics and protest,http://open.spotify.com/track/3DYrWKfm5gYCqXyH608Lmd
The Mothers of Invention,Trouble Every Day,1966,Politics and protest,-
Junior Murvin,Police and Thieves,1976,Politics and protest,http://open.spotify.com/track/3cnvTMZRhkbzea0KC4Y4We
Randy Newman,Short People,1977,Politics and protest,http://open.spotify.com/track/6emIUUgOV0lPgUYbJ1RZ7I
NWA,Fuck tha Police,1988,Politics and protest,http://open.spotify.com/track/5Fdj7YRwgfP6HcIK0e8NP1
Phil Ochs,I Ain’t Marching Anymore,1965,Politics and protest,http://open.spotify.com/track/1IA8LarhcLMkwsI7wP0QQl
Pixies,Monkey Gone to Heaven,1989,Politics and protest,http://open.spotify.com/track/2VX2QRAGKPyqMZU8cFZ3Ib
The Pogues,Streets of Sorrow/Birmingham Six,1988,Politics and protest,http://open.spotify.com/track/2k4Gltjyhvfe9yCHN99tyD
Elvis Presley,In the Ghetto,1969,Politics and protest,http://open.spotify.com/track/7na7MmpePvl0nErQIQteBG
Primal Scream,Come Together,1990,Politics and protest,http://open.spotify.com/track/47VwP5BLMrkHLNX7Dx4f8L
Prince,Sign o’ the Times,1987,Politics and protest,http://open.spotify.com/track/4Yenz5JZZOUiZSeyKY8bDz
John Prine,Sam Stone,1971,Politics and protest,-
Public Enemy,Bring the Noise,1987,Politics and protest,http://open.spotify.com/track/7Lc8L0BZVmxKT57OhQQesA
Public Enemy,Fight the Power,1989,Politics and protest,http://open.spotify.com/track/3WsrkrLMD8vWmz5RyD6n9e
Rage Against the Machine,Killing in the Name,1992,Politics and protest,http://open.spotify.com/track/2bzT8XRcAaQ3IZdrT6RogY
Blind Alfred Reed,How Can a Poor Man Stand Such Times and Live?,1929,Politics and protest,http://open.spotify.com/track/0kKl93KcM7R4qtU7wp4ake
REM,Fall On Me ,1986,Politics and protest,http://open.spotify.com/track/3HiNG3o66L2FbsM8Y7Sg6D
Tom Robinson,Glad to Be Gay,1978,Politics and protest,http://open.spotify.com/track/15mRglwFDmZEF5D0HfsiaQ
The Rolling Stones,Street Fighting Man,1968,Politics and protest,http://open.spotify.com/track/7eZ2NUG1G7SKssQqt4uRcy
Diana Ross,I’m Coming Out,1980,Politics and protest,http://open.spotify.com/track/0ew27xRdxSexrWbODuLfeE
Buffy Sainte-Marie,Now That The Buffalo's Gone,1964,Politics and protest,http://open.spotify.com/track/6yacBc7zjbSG2ebrwtLhtJ
Nitin Sawhney,Days of Fire,2008,Politics and protest,-
Gil Scott-Heron,Whitey On the Moon,1970,Politics and protest,http://open.spotify.com/track/0Ko176OJTtK3ubUtzdXINI
Pete Seeger,We Shall Overcome,1963,Politics and protest,http://open.spotify.com/track/4LLjj2lFgaSWsHw7uWDqDj
Peggy Seeger,I’m Gonna Be an Engineer,1973,Politics and protest,http://open.spotify.com/track/1bXhsrCeznTkbigKIqVIQq
Sex Pistols,Anarchy in the UK,1976,Politics and protest,http://open.spotify.com/track/7KwdlMKVUyMsyrL523djBl
Sex Pistols,God Save the Queen,1977,Politics and protest,http://open.spotify.com/track/7mkLlx81e3LaCrPVZYOBCT
Sham 69,If the Kids Are United,1977,Politics and protest,http://open.spotify.com/track/2ZybCRD7fboSUv7HkXyjuN
Sheffield Socialist Choir,The Internationale,1992,Politics and protest,-
Nina Simone,"To Be Young, Gifted and Black",1970,Politics and protest,http://open.spotify.com/track/3btkTbTgRXJjVSwSC3RHZe
Sly and the Family Stone,"Don’t Call Me Nigger, Whitey",1969,Politics and protest,http://open.spotify.com/track/2go5vzzDZP7KBrjQXK4KLr
Sonic Youth,Swimsuit Issue,1992,Politics and protest,http://open.spotify.com/track/0imXml1hX6wo9xGfCV6n8M
Spacemen 3,Revolution,1989,Politics and protest,-
The Specials,Ghost Town,1981,Politics and protest,http://open.spotify.com/track/7iOA86nwA7RF3GwMa93H0v
The Special AKA,Free Nelson Mandela,1984,Politics and protest,http://open.spotify.com/track/57mY4qUaUegA3jvoyoz7oT
Bruce Springsteen and the E Street Band,American Skin (41 Shots),2000,Politics and protest,http://open.spotify.com/track/541WSNfHqYIzq61XXWQJJl
Bruce Springsteen,Born in the USA,1984,Politics and protest,http://open.spotify.com/track/36b2xkXNJKRCWeUrsC3jyQ
Edwin Starr,War,1970,Politics and protest,http://open.spotify.com/track/0cs3dkKsYJwdauvRRJaCOm
Steppenwolf,Monster,1969,Politics and protest,http://open.spotify.com/track/5gN9AKEIJgccrIBBMCKs68
Stiff Little Fingers,Suspect Device,1978,Politics and protest,http://open.spotify.com/track/7Ig7b1MJJKbNyTxLU6u9rZ
Super Furry Animals,The Man Don’t Give a Fuck,1996,Politics and protest,http://open.spotify.com/track/00QZGqUswem6nUiqAKs6Po
The Staple Singers,Long Walk to DC,1968,Politics and protest,http://open.spotify.com/track/7yDbI673oElwJy891HuBHZ
Cat Stevens,Peace Train,1971,Politics and protest,http://open.spotify.com/track/0kPj8oXqC8iz8AYJc3UUka
Rod Stewart,The Killing of Georgie (Part I and II),1976,Politics and protest,http://open.spotify.com/track/1VcmUcqIu77SOnRjAvbFTc
System Of A Down,BYOB,2005,Politics and protest,http://open.spotify.com/track/5b5R8oiVflR4vW9sFc8q3W
Richard Thompson,Dad’s Gonna Kill Me,2007,Politics and protest,http://open.spotify.com/track/65fzTuQr4DhjQATlRq0u8Q
Peter Tosh,Legalize It,1976,Politics and protest,http://open.spotify.com/track/3j4f5c97RD6GxVeUySXyUd
Tupac,Keep Ya Head Up,1993,Politics and protest,http://open.spotify.com/track/73hn54pVkteT7E2CrdAlvU
U2,Sunday Bloody Sunday,1983,Politics and protest,http://open.spotify.com/track/7JLEWweiny60arxyKTKIwl
USA for Africa,We Are the World,1985,Politics and protest,-
The Wailers,"Get Up, Stand Up",1973,Politics and protest,http://open.spotify.com/track/4xAMYRrgL5JaaR57g2cPrS
Tom Waits,The Day After Tomorrow,2004,Politics and protest,http://open.spotify.com/track/6ipRDQPnSMst9V3wVQjVGg
Scott Walker,The Old Man’s Back Again (Dedicated to the Neo-Stalinist Regime),1969,Politics and protest,http://open.spotify.com/track/23LS90srRC3n86OWgUBUQx
Wham!,Wham Rap! (Enjoy What You Do),1982,Politics and protest,http://open.spotify.com/track/0kA7p1R4Cx6CMpUG4tPKfI
The Who,My Generation,1965,Politics and protest,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO
Stevie Wonder,You Haven’t Done Nothin’,1974,Politics and protest,http://open.spotify.com/track/6iNsJeA9xAbfiGAOzsI93H
Chris Wood,The Cottager’s Reply,2008,Politics and protest,-
World Domination Enterprises,Asbestos Lead Asbestos,1985,Politics and protest,-
Robert Wyatt,Shipbuilding,1982,Politics and protest,-
Thom Yorke,Harrowdown Hill,2006,Politics and protest,http://open.spotify.com/track/2C3xIudHEjCIS5KT4JuM0b
Neil Young,Rockin’ in the Free World,1989,Politics and protest,http://open.spotify.com/track/66DoazlvE7LmUT47pfLQam
Neil Young,Southern Man,1970,Politics and protest,http://open.spotify.com/track/1JqNtFOi0K8xUpfeNHMPJz
Abyssinians,Satta Massagana,1971,Life and death,http://open.spotify.com/track/27adNyPtau6RYDGsUbXEo4
Aerosmith,Dream On,1973,Life and death,http://open.spotify.com/track/2WZbjDTXP78H9xq58cnSWF
Arctic Monkeys,Fluorescent Adolescent,2007,Life and death,http://open.spotify.com/track/1ng9LjmY5V6Wzk9HJqB9FI
Louis Armstrong,St James Infirmary Blues,1928,Life and death,http://open.spotify.com/track/7J76OkHtp3A7ufswzoXdT1
Louis Armstrong,What a Wonderful World,1968,Life and death,http://open.spotify.com/track/2ZeRwblv2s82MQKvLoEzeV
The Beach Boys,In My Room,1963,Life and death,http://open.spotify.com/track/0sL9QSjcOMNdU829l7pNb0
The Beatles,Yer Blues,1968,Life and death,-
The Beatles,Yesterday,1965,Life and death,-
Look Up,Chris Bell,1974,Life and death,-
Black Sabbath,Paranoid,1970,Life and death,http://open.spotify.com/track/7eWOuDHQOa6lNLLtQSMIdN
The Blue Nile,Happiness,1996,Life and death,http://open.spotify.com/track/4QNFOoqcwSW0gH9JURiPnV
(Don’t Fear) The Reaper,Blue Öyster Cult,1976,Life and death,http://open.spotify.com/track/2NL4BBBSgypHnxUKmQdYcT
Blur,This Is a Low,1994,Life and death,http://open.spotify.com/track/1aQZJlD0KtNgZBkC74mTkd
David Bowie,Kooks,1971,Life and death,http://open.spotify.com/track/4t1XVKQQxxutKSQxBU1ajq
David Bowie,Never Get Old,2003,Life and death,-
Kate Bush,Bertie,2005,Life and death,http://open.spotify.com/track/1DoPTuunqTabblM4DTXBUT
The Byrds,Goin’ Back,1968,Life and death,http://open.spotify.com/track/27sI9GC4xswPEHxBDZU7lZ
John Cale and Lou Reed,Work,1990,Life and death,-
The Carter Family,Will the Circle Be Unbroken (By and By),1935,Life and death,-
Nick Cave and the Bad Seeds,The Mercy Seat,1988,Life and death,http://open.spotify.com/track/7i4motUtsM4VFIH5XEPJRR
Chairmen of the Board,I’m On My Way to a Better Place,1972,Life and death,-
If I Could Turn Back Time,Cher,1989,Life and death,http://open.spotify.com/track/0A8HK5hV5SgywiKKrBPKDU
Eddie Cochran,C’mon Everybody,1958,Life and death,http://open.spotify.com/track/1q2JUOBJqs0ezWvf0Rkm4f
John Coltrane Quartet,My Favorite Things,1961,Life and death,http://open.spotify.com/track/5bKWHp2AY6aMtYMBVBL21F
Alice Cooper,School’s Out,1972,Life and death,http://open.spotify.com/track/1ad6vKBg5pzyM9oCQ0M9Fg
The Congos,Fisherman,1977,Life and death,http://open.spotify.com/track/00m6N23ZTNEtsg65N1WcDV
Elvis Costello and the Imposters,My Three Sons,2008,Life and death,http://open.spotify.com/track/42dcvzRNIHgvWpKhjyTOlL
Kid Creole and the Coconuts,"Annie, I’m Not Your Daddy",1982,Life and death,http://open.spotify.com/track/5paJLghWSGmEf6sY7LeYel
My Favourite Girl,King Creosote,2005,Life and death,http://open.spotify.com/track/4oBGNxAAZzpPh1FiA6BPxj
The Crickets,That’ll Be the Day,1957,Life and death,http://open.spotify.com/track/1EsziXsEVchm2bueFMIzax
The Cure,Killing an Arab,1978,Life and death,http://open.spotify.com/track/4kE10gVBAweSufT8XOcdWv
Depeche Mode,Personal Jesus,1989,Life and death,http://open.spotify.com/track/70CZdyut5PuhQWgf1lkGXX
Chris Difford,Fat As a Fiddle,2008,Life and death,-
Mark Dinning,Teen Angel,1959,Life and death,-
Donovan,Sunshine Superman,1966,Life and death,http://open.spotify.com/track/6HPxuDcDYHPAfyxIm796Cd
Lee Dorsey,Working in a Coal Mine,1966,Life and death,http://open.spotify.com/track/5GR1Jj5ahZtoR6WqyM5LP4
